measurement_set_id,measurement_set_sequence,measurement_set_timestamp_utc,sample_index,sample_timestamp_utc,collector_id,device_name,environment,building,floor,capture_interval_seconds_config,wdutil_samples_config,wdutil_delay_seconds_config,unredactor_found,unredactor_parse_error,unredactor_ssid,unredactor_bssid,unredactor_interface,wdutil_ssid,wdutil_bssid,wdutil_rssi_dbm,wdutil_noise_dbm,wdutil_tx_rate,wdutil_channel,wdutil_mac_address,wdutil_security,wdutil_phy_mode,wdutil_mcs_index,wdutil_nss,wdutil_cca,legacy_extra_columns_json,raw_measurement_json_path
a3ce712c8f8e,67,2026-04-30T22:39:33.502876+00:00,0,2026-04-30T22:39:33.598650+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-43,-98,573.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,0 %,null,data/wifi_raw/a3ce712c8f8e.json
a3ce712c8f8e,67,2026-04-30T22:39:33.502876+00:00,1,2026-04-30T22:39:34.270871+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-39,-98,573.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,0 %,null,data/wifi_raw/a3ce712c8f8e.json
a3ce712c8f8e,67,2026-04-30T22:39:33.502876+00:00,2,2026-04-30T22:39:34.977292+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-38,-98,573.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,0 %,null,data/wifi_raw/a3ce712c8f8e.json
f81567e37f67,68,2026-04-30T22:39:37.503878+00:00,0,2026-04-30T22:39:37.594600+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-51,-98,573.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,0 %,null,data/wifi_raw/f81567e37f67.json
f81567e37f67,68,2026-04-30T22:39:37.503878+00:00,1,2026-04-30T22:39:38.268641+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-50,-98,286.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,0 %,null,data/wifi_raw/f81567e37f67.json
f81567e37f67,68,2026-04-30T22:39:37.503878+00:00,2,2026-04-30T22:39:38.968702+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-52,-98,286.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,0 %,null,data/wifi_raw/f81567e37f67.json
5a5cdaf7b0ec,69,2026-04-30T22:39:41.506136+00:00,0,2026-04-30T22:39:41.607478+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-56,-98,286.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,35 %,null,data/wifi_raw/5a5cdaf7b0ec.json
5a5cdaf7b0ec,69,2026-04-30T22:39:41.506136+00:00,1,2026-04-30T22:39:42.286876+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-57,-98,286.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,35 %,null,data/wifi_raw/5a5cdaf7b0ec.json
5a5cdaf7b0ec,69,2026-04-30T22:39:41.506136+00:00,2,2026-04-30T22:39:43.003103+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-60,-98,573.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,35 %,null,data/wifi_raw/5a5cdaf7b0ec.json
e7568f2e7f23,70,2026-04-30T22:39:45.510353+00:00,0,2026-04-30T22:39:45.604058+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-61,-98,573.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,35 %,null,data/wifi_raw/e7568f2e7f23.json
e7568f2e7f23,70,2026-04-30T22:39:45.510353+00:00,1,2026-04-30T22:39:46.279610+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-59,-98,573.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,35 %,null,data/wifi_raw/e7568f2e7f23.json
e7568f2e7f23,70,2026-04-30T22:39:45.510353+00:00,2,2026-04-30T22:39:46.981979+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-60,-98,573.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,35 %,null,data/wifi_raw/e7568f2e7f23.json
3466d24fced2,71,2026-04-30T22:39:49.515349+00:00,0,2026-04-30T22:39:49.603548+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-68,-98,412.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,17 %,null,data/wifi_raw/3466d24fced2.json
3466d24fced2,71,2026-04-30T22:39:49.515349+00:00,1,2026-04-30T22:39:50.280268+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-68,-98,412.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,17 %,null,data/wifi_raw/3466d24fced2.json
3466d24fced2,71,2026-04-30T22:39:49.515349+00:00,2,2026-04-30T22:39:50.994933+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-74,-98,412.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,17 %,null,data/wifi_raw/3466d24fced2.json
b0fb4db9aa64,72,2026-04-30T22:39:53.518291+00:00,0,2026-04-30T22:39:53.595186+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-76,-98,325.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,17 %,null,data/wifi_raw/b0fb4db9aa64.json
b0fb4db9aa64,72,2026-04-30T22:39:53.518291+00:00,1,2026-04-30T22:39:54.267099+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-75,-98,325.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,17 %,null,data/wifi_raw/b0fb4db9aa64.json
b0fb4db9aa64,72,2026-04-30T22:39:53.518291+00:00,2,2026-04-30T22:39:54.981111+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-74,-98,325.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,17 %,null,data/wifi_raw/b0fb4db9aa64.json
04fcdd2c2983,73,2026-04-30T22:39:57.523614+00:00,0,2026-04-30T22:39:57.614095+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-76,-98,325.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,17 %,null,data/wifi_raw/04fcdd2c2983.json
04fcdd2c2983,73,2026-04-30T22:39:57.523614+00:00,1,2026-04-30T22:39:58.302034+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-76,-98,275.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,17 %,null,data/wifi_raw/04fcdd2c2983.json
04fcdd2c2983,73,2026-04-30T22:39:57.523614+00:00,2,2026-04-30T22:39:59.000367+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-77,-98,275.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,11,2,17 %,null,data/wifi_raw/04fcdd2c2983.json
b72be3bb6489,74,2026-04-30T22:40:01.526806+00:00,0,2026-04-30T22:40:01.620220+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-79,-98,275.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,6,2,17 %,null,data/wifi_raw/b72be3bb6489.json
b72be3bb6489,74,2026-04-30T22:40:01.526806+00:00,1,2026-04-30T22:40:02.339230+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-81,-98,275.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,4,2,17 %,null,data/wifi_raw/b72be3bb6489.json
b72be3bb6489,74,2026-04-30T22:40:01.526806+00:00,2,2026-04-30T22:40:03.037061+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,a8:3a:79:d3:d9:92,en0,<redacted>,<redacted>,-80,-98,260.0 Mbps,5g157/40,<redacted> (hw=<redacted>),None,11ax,4,2,12 %,null,data/wifi_raw/b72be3bb6489.json
197deb4e2de7,75,2026-04-30T22:40:05.532120+00:00,0,2026-04-30T22:40:05.629100+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-75,0,0.0 Mbps,5g124/40,<redacted> (hw=<redacted>),None,11ac,4,2,0 %,null,data/wifi_raw/197deb4e2de7.json
197deb4e2de7,75,2026-04-30T22:40:05.532120+00:00,1,2026-04-30T22:40:06.601817+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-74,0,0.0 Mbps,5g124/40,<redacted> (hw=<redacted>),None,11ac,4,2,0 %,null,data/wifi_raw/197deb4e2de7.json
197deb4e2de7,75,2026-04-30T22:40:05.532120+00:00,2,2026-04-30T22:40:07.343047+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-73,0,0.0 Mbps,5g124/40,<redacted> (hw=<redacted>),None,11ac,4,2,0 %,null,data/wifi_raw/197deb4e2de7.json
3497f437e0a1,76,2026-04-30T22:40:09.536771+00:00,0,2026-04-30T22:40:09.635131+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-69,-98,240.0 Mbps,5g124/40,<redacted> (hw=<redacted>),None,11ac,4,2,6 %,null,data/wifi_raw/3497f437e0a1.json
3497f437e0a1,76,2026-04-30T22:40:09.536771+00:00,1,2026-04-30T22:40:10.318376+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-69,-98,240.0 Mbps,5g124/40,<redacted> (hw=<redacted>),None,11ac,4,2,6 %,null,data/wifi_raw/3497f437e0a1.json
3497f437e0a1,76,2026-04-30T22:40:09.536771+00:00,2,2026-04-30T22:40:11.034207+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-69,-98,240.0 Mbps,5g124/40,<redacted> (hw=<redacted>),None,11ac,4,2,6 %,null,data/wifi_raw/3497f437e0a1.json
3f96ffc86d0a,77,2026-04-30T22:40:13.542002+00:00,0,2026-04-30T22:40:13.641850+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-66,-98,240.0 Mbps,5g124/40,<redacted> (hw=<redacted>),None,11ac,4,2,3 %,null,data/wifi_raw/3f96ffc86d0a.json
3f96ffc86d0a,77,2026-04-30T22:40:13.542002+00:00,1,2026-04-30T22:40:14.354148+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-65,-98,270.0 Mbps,5g124/40,<redacted> (hw=<redacted>),None,11ac,4,2,4 %,null,data/wifi_raw/3f96ffc86d0a.json
3f96ffc86d0a,77,2026-04-30T22:40:13.542002+00:00,2,2026-04-30T22:40:15.075695+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-61,-98,270.0 Mbps,5g124/40,<redacted> (hw=<redacted>),None,11ac,5,2,4 %,null,data/wifi_raw/3f96ffc86d0a.json
1257a7abb4b5,78,2026-04-30T22:40:17.542452+00:00,0,2026-04-30T22:40:17.637559+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-62,-98,270.0 Mbps,5g124/40,<redacted> (hw=<redacted>),None,11ac,5,2,4 %,null,data/wifi_raw/1257a7abb4b5.json
1257a7abb4b5,78,2026-04-30T22:40:17.542452+00:00,1,2026-04-30T22:40:18.303510+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-64,-98,270.0 Mbps,5g124/40,<redacted> (hw=<redacted>),None,11ac,5,2,4 %,null,data/wifi_raw/1257a7abb4b5.json
1257a7abb4b5,78,2026-04-30T22:40:17.542452+00:00,2,2026-04-30T22:40:18.996550+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-64,-98,270.0 Mbps,5g124/40,<redacted> (hw=<redacted>),None,11ac,6,2,4 %,null,data/wifi_raw/1257a7abb4b5.json
6dfa8144f027,79,2026-04-30T22:40:21.543309+00:00,0,2026-04-30T22:40:21.641794+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-61,-96,173.0 Mbps,5g124/40,<redacted> (hw=<redacted>),None,11ac,6,2,4 %,null,data/wifi_raw/6dfa8144f027.json
6dfa8144f027,79,2026-04-30T22:40:21.543309+00:00,1,2026-04-30T22:40:22.319954+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-64,-96,173.0 Mbps,5g124/40,<redacted> (hw=<redacted>),None,11ac,6,2,4 %,null,data/wifi_raw/6dfa8144f027.json
6dfa8144f027,79,2026-04-30T22:40:21.543309+00:00,2,2026-04-30T22:40:22.997408+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-63,-96,173.0 Mbps,5g124/40,<redacted> (hw=<redacted>),None,11ac,7,2,4 %,null,data/wifi_raw/6dfa8144f027.json
ed0cce45b38d,80,2026-04-30T22:40:25.547778+00:00,0,2026-04-30T22:40:25.642181+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-72,-96,400.0 Mbps,5g124/40,<redacted> (hw=<redacted>),None,11ac,9,2,4 %,null,data/wifi_raw/ed0cce45b38d.json
ed0cce45b38d,80,2026-04-30T22:40:25.547778+00:00,1,2026-04-30T22:40:26.313081+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-72,-96,400.0 Mbps,5g124/40,<redacted> (hw=<redacted>),None,11ac,9,2,4 %,null,data/wifi_raw/ed0cce45b38d.json
ed0cce45b38d,80,2026-04-30T22:40:25.547778+00:00,2,2026-04-30T22:40:27.009630+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-74,-96,400.0 Mbps,5g124/40,<redacted> (hw=<redacted>),None,11ac,8,2,4 %,null,data/wifi_raw/ed0cce45b38d.json
656cc3581ac1,81,2026-04-30T22:40:29.551584+00:00,0,2026-04-30T22:40:29.644757+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-82,-98,243.0 Mbps,5g124/40,<redacted> (hw=<redacted>),None,11ac,8,2,5 %,null,data/wifi_raw/656cc3581ac1.json
656cc3581ac1,81,2026-04-30T22:40:29.551584+00:00,1,2026-04-30T22:40:30.321813+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-70,0,0.0 Mbps,5g52/40,<redacted> (hw=<redacted>),None,11ac,8,2,0 %,null,data/wifi_raw/656cc3581ac1.json
656cc3581ac1,81,2026-04-30T22:40:29.551584+00:00,2,2026-04-30T22:40:31.114143+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,78:bc:1a:2f:fa:ce,en0,<redacted>,<redacted>,-72,0,0.0 Mbps,5g52/40,<redacted> (hw=<redacted>),None,11ac,8,2,0 %,null,data/wifi_raw/656cc3581ac1.json
a10111164bce,82,2026-04-30T22:40:33.553053+00:00,0,2026-04-30T22:40:33.655783+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,bc:26:c7:77:1f:8e,en0,<redacted>,<redacted>,-75,0,0.0 Mbps,5g52/40,<redacted> (hw=<redacted>),None,11ac,6,2,8 %,null,data/wifi_raw/a10111164bce.json
a10111164bce,82,2026-04-30T22:40:33.553053+00:00,1,2026-04-30T22:40:34.329660+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,bc:26:c7:77:1f:8e,en0,<redacted>,<redacted>,-76,0,0.0 Mbps,5g52/40,<redacted> (hw=<redacted>),None,11ac,6,2,8 %,null,data/wifi_raw/a10111164bce.json
a10111164bce,82,2026-04-30T22:40:33.553053+00:00,2,2026-04-30T22:40:35.036428+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,bc:26:c7:77:1f:8e,en0,<redacted>,<redacted>,-77,0,0.0 Mbps,5g52/40,<redacted> (hw=<redacted>),None,11ac,6,2,8 %,null,data/wifi_raw/a10111164bce.json
1de3caf45122,83,2026-04-30T22:40:37.558023+00:00,0,2026-04-30T22:40:37.653353+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,bc:26:c7:77:1f:8e,en0,<redacted>,<redacted>,-80,-96,240.0 Mbps,5g52/40,<redacted> (hw=<redacted>),None,11ac,6,2,0 %,null,data/wifi_raw/1de3caf45122.json
1de3caf45122,83,2026-04-30T22:40:37.558023+00:00,1,2026-04-30T22:40:38.325624+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,bc:26:c7:77:1f:8e,en0,<redacted>,<redacted>,-81,-96,240.0 Mbps,5g52/40,<redacted> (hw=<redacted>),None,11ac,6,2,0 %,null,data/wifi_raw/1de3caf45122.json
1de3caf45122,83,2026-04-30T22:40:37.558023+00:00,2,2026-04-30T22:40:39.015304+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,bc:26:c7:77:1f:8e,en0,<redacted>,<redacted>,-68,0,0.0 Mbps,5g44/40,<redacted> (hw=<redacted>),None,11ac,9,2,0 %,null,data/wifi_raw/1de3caf45122.json
6acbfe83de82,84,2026-04-30T22:40:41.560926+00:00,0,2026-04-30T22:40:41.654616+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,5c:5a:c7:05:c0:ee,en0,<redacted>,<redacted>,-74,0,0.0 Mbps,5g44/40,<redacted> (hw=<redacted>),None,11ac,8,2,0 %,null,data/wifi_raw/6acbfe83de82.json
6acbfe83de82,84,2026-04-30T22:40:41.560926+00:00,1,2026-04-30T22:40:42.322641+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,5c:5a:c7:05:c0:ee,en0,<redacted>,<redacted>,-73,0,0.0 Mbps,5g44/40,<redacted> (hw=<redacted>),None,11ac,8,2,0 %,null,data/wifi_raw/6acbfe83de82.json
6acbfe83de82,84,2026-04-30T22:40:41.560926+00:00,2,2026-04-30T22:40:43.030502+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,5c:5a:c7:05:c0:ee,en0,<redacted>,<redacted>,-73,0,0.0 Mbps,5g44/40,<redacted> (hw=<redacted>),None,11ac,8,2,0 %,null,data/wifi_raw/6acbfe83de82.json
3efb590091d9,85,2026-04-30T22:40:45.566245+00:00,0,2026-04-30T22:40:45.666306+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,5c:5a:c7:05:c0:ee,en0,<redacted>,<redacted>,-77,-93,156.0 Mbps,5g44/40,<redacted> (hw=<redacted>),None,11ac,8,2,33 %,null,data/wifi_raw/3efb590091d9.json
3efb590091d9,85,2026-04-30T22:40:45.566245+00:00,1,2026-04-30T22:40:46.334256+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,5c:5a:c7:05:c0:ee,en0,<redacted>,<redacted>,-76,-93,156.0 Mbps,5g44/40,<redacted> (hw=<redacted>),None,11ac,8,2,33 %,null,data/wifi_raw/3efb590091d9.json
3efb590091d9,85,2026-04-30T22:40:45.566245+00:00,2,2026-04-30T22:40:47.042740+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,5c:5a:c7:05:c0:ee,en0,<redacted>,<redacted>,-79,-93,156.0 Mbps,5g44/40,<redacted> (hw=<redacted>),None,11ac,8,2,33 %,null,data/wifi_raw/3efb590091d9.json
f299930bfb76,86,2026-04-30T22:40:49.571366+00:00,0,2026-04-30T22:40:49.674370+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,5c:5a:c7:05:c0:ee,en0,<redacted>,<redacted>,-80,-93,78.0 Mbps,5g44/40,<redacted> (hw=<redacted>),None,11ac,8,2,9 %,null,data/wifi_raw/f299930bfb76.json
f299930bfb76,86,2026-04-30T22:40:49.571366+00:00,1,2026-04-30T22:40:50.482302+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,5c:5a:c7:05:c0:ee,en0,<redacted>,<redacted>,-80,0,0.0 Mbps,5g100/40,<redacted> (hw=<redacted>),None,11ac,8,2,0 %,null,data/wifi_raw/f299930bfb76.json
f299930bfb76,86,2026-04-30T22:40:49.571366+00:00,2,2026-04-30T22:40:51.222442+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,5c:5a:c7:05:c0:ee,en0,<redacted>,<redacted>,-79,0,0.0 Mbps,5g100/40,<redacted> (hw=<redacted>),None,11ac,8,2,0 %,null,data/wifi_raw/f299930bfb76.json
3f9807e020cd,87,2026-04-30T22:40:53.575834+00:00,0,2026-04-30T22:40:53.687653+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,5c:5a:c7:0c:84:8e,en0,<redacted>,<redacted>,-76,0,0.0 Mbps,5g100/40,<redacted> (hw=<redacted>),None,11ac,5,2,10 %,null,data/wifi_raw/3f9807e020cd.json
3f9807e020cd,87,2026-04-30T22:40:53.575834+00:00,1,2026-04-30T22:40:54.378356+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,5c:5a:c7:0c:84:8e,en0,<redacted>,<redacted>,-76,-97,0.0 Mbps,5g100/40,<redacted> (hw=<redacted>),None,11ac,5,2,0 %,null,data/wifi_raw/3f9807e020cd.json
3f9807e020cd,87,2026-04-30T22:40:53.575834+00:00,2,2026-04-30T22:40:55.077245+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,5c:5a:c7:0c:84:8e,en0,<redacted>,<redacted>,-72,-97,270.0 Mbps,5g100/40,<redacted> (hw=<redacted>),None,11ac,5,2,0 %,null,data/wifi_raw/3f9807e020cd.json
c3212c159eb8,88,2026-04-30T22:40:57.580597+00:00,0,2026-04-30T22:40:57.678674+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,5c:5a:c7:0c:84:8e,en0,<redacted>,<redacted>,-68,-97,270.0 Mbps,5g100/40,<redacted> (hw=<redacted>),None,11ac,5,2,0 %,null,data/wifi_raw/c3212c159eb8.json
c3212c159eb8,88,2026-04-30T22:40:57.580597+00:00,1,2026-04-30T22:40:58.348723+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,5c:5a:c7:0c:84:8e,en0,<redacted>,<redacted>,-69,-97,270.0 Mbps,5g100/40,<redacted> (hw=<redacted>),None,11ac,5,2,0 %,null,data/wifi_raw/c3212c159eb8.json
c3212c159eb8,88,2026-04-30T22:40:57.580597+00:00,2,2026-04-30T22:40:59.037055+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,5c:5a:c7:0c:84:8e,en0,<redacted>,<redacted>,-69,-97,270.0 Mbps,5g100/40,<redacted> (hw=<redacted>),None,11ac,5,2,0 %,null,data/wifi_raw/c3212c159eb8.json
e9a9af174470,89,2026-04-30T22:41:01.581649+00:00,0,2026-04-30T22:41:01.660860+00:00,kevinluo,DN0a22a92a.SUNet,indoor,physics,1,4.0,3,0.5,true,,Stanford,5c:5a:c7:0c:84:8e,en0,<redacted>,<redacted>,-73,-97,324.0 Mbps,5g100/40,<redacted> (hw=<redacted>),None,11ac,7,2,0 %,null,data/wifi_raw/e9a9af174470.json
